ticker,security,sector,cik
LHO,LaSalle Hotel Properties,Real Estate,0001053532
LII,Lennox International Inc,Industrials,0001069202
LION,Fidelity Southern Corporation,Financials,0000822662
LITE,Lumentum Holdings,Information Technology,0001633978
LIVN,LivaNova,Health Care,0001639691
LKSD,"LSC Communications, Inc.",Industrials,0001669812
LL,"Lumber Liquidators Holdings, Inc.",Consumer Discretionary,0001396033
LM,Legg Mason Inc,Financials,0000704051
LMAT,"LeMaitre Vascular, Inc.",Health Care,0001158895
LMNX,Luminex Corporation,Health Care,0001033905
LNN,Lindsay Corporation,Materials,0000836157
LNTH,"Lantheus Holdings, Inc.",Health Care,0001521036
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Discretionary,0001606366
LOGM,LogMeIn,Information Technology,0001420302
LPNT,LifePoint Health,Health Care,0001301611
LPSN,"LivePerson, Inc.",Financials,0001102993
LPT,Liberty Property Trust,Real Estate,0000921112
LPX,Louisiana-Pacific Corp,Materials,0000060519
LQDT,"Liquidity Services, Inc.",Financials,0001235468
LSI,Life Storage Inc,Real Estate,0000944314
LSTR,Landstar System Inc,Industrials,0000853816
LTC,"LTC Properties, Inc.",Real Estate,0000887905
LTXB,"LegacyTexas Financial Group, Inc.",Financials,0001356628
LW,Lamb Weston Holdings Inc,Consumer Staples,0001679273
LXP,Lexington Realty Trust,Real Estate,0000910108
LXU,"LSB Industries, Inc.",Materials,0000060714
LYV,Live Nation Entertainment,Consumer Discretionary,0001335258
LZB,La-Z-Boy Incorporated,Consumer Discretionary,0000057131
MAN,ManpowerGroup,Industrials,0000871763
MANH,Manhattan Associates Inc.,Information Technology,0001056696
MANT,ManTech International Corporation,Information Technology,0000892537
MASI,Masimo,Health Care,0000937556
MATW,Matthews  International Corporation,Industrials,0000063296
MATX,"Matson, Inc.",Industrials,0000003453
MBFI,MB Financial Inc.,Financials,0001139812
MCRI,"Monarch Casino & Resort, Inc.",Consumer Discretionary,0000907242
MCS,The Marcus Corporation,Consumer Discretionary,0000062234
MCY,Mercury General Corp,Financials,0000064996
MD,MEDNAX Inc,Health Care,0000893949
MDC,"M.D.C. Holdings, Inc.",Consumer Discretionary,0000773141
MDCO,The Medicines Company,Health Care,0001113481
MDP,Meredith Corp,Consumer Discretionary,0000065011
MDR,McDermott International,Energy,0000708819
MDRX,Allscripts Healthcare Solutions Inc,Health Care,0001124804
MDSO,Medidata Solutions,Health Care,0001453814
MDU,MDU Resources Group Inc,Utilities,0000067716
MDXG,"MiMedx Group, Inc.",Health Care,0001376339
MED,"Medifast, Inc.",Consumer Staples,0000910329
MEI,"Methode Electronics, Inc.",Information Technology,0000065270
MGLN,"Magellan Health, Inc.",Health Care,0000019411
MGPI,"MGP Ingredients, Inc.",Consumer Staples,0000835011
MHLD,"Maiden Holdings, Ltd.",Financials,0001412100
MHO,"M/I Homes, Inc.",Consumer Discretionary,0000799292
MIK,The Michaels Companies Inc,Consumer Discretionary,0001593936
MINI,"Mobile Mini, Inc.",Industrials,0000911109
MKSI,MKS Instruments,Information Technology,0001049502
MKTX,MarketAxess Holdings,Financials,0001278021
MLHR,"Miller, Herman Inc",Industrials,0000066382
MLI,"Mueller Industries, Inc.",Industrials,0000089439
MMS,Maximus Inc,Information Technology,0001032220
MMSI,"Merit Medical Systems, Inc.",Health Care,0000856982
MNK,Mallinckrodt,Health Care,0001567892
MNRO,"Monro, Inc.",Customer Discretionary,0000876427
MNTA,"Momenta Pharmaceuticals, Inc.",Health Care,0001235010
MOG.A,Moog Inc.,Industrials,0000067887
MOH,Molina Healthcare Inc,Health Care,0001179929
MOV,"Movado Group, Inc.",Consumer Discretionary,0000072573
MPAA,"Motorcar Parts of America, Inc.",Consumer Discretionary,0000918251
MPW,Medical Properties Trust Inc,Real Estate,0001287865
MPWR,Monolithic Power Systems Inc,Information Technology,0001280452
MSA,MSA Safety Inc,Industrials,0000066570
MSM,MSC Industrial Direct A,Industrials,0001003078
MSTR,MicroStrategy Incorporated,Information Technology,0001050446
MTDR,Matador Resources,Energy,0001520006
MTH,Meritage Homes Corporation,Consumer Discretionary,0000833079
MTRN,Materion Corporation,Materials,0001104657
MTRX,Matrix Service Company,Energy,0000866273
MTSC,MTS Systems Corporation,Information Technology,0000068709
MTX,Minerals Technologies Inc,Materials,0000891014
MUR,Murphy Oil,Energy,0000717423
MUSA,Murphy USA Inc,Consumer Discretionary,0001573516
MXL,"MaxLinear, Inc.",Information Technology,0001288469
MYE,"Myers Industries, Inc.",Materials,0000069488
MYGN,"Myriad Genetics, Inc.",Health Care,0000899923
MYRG,MYR Group Inc.,Industrials,0000700923
NANO,Nanometrics Incorporated,Information Technology,0000704532
NATI,National Instruments Corp,Information Technology,0000935494
NAVG,"The Navigators Group, Inc.",Financials,0000793547
NAVI,Navient Corp.,Financials,0001593538
NBHC,National Bank Holdings Corporation,Financials,0001475841
NBR,Nabors Industries Ltd,Energy,0001163739
NBTB,NBT Bancorp Inc.,Financials,0000790359
NCI,"Navigant Consulting, Inc.",Industrials,0001019737
NCR,NCR Corp,Information Technology,0000070866
NDSN,Nordson Corp,Industrials,0000072331
NE,Noble Corporation plc,Energy,0001458891
NEOG,Neogen Corporation,Health Care,0000711377
NEU,NewMarket Corporation,Materials,0001282637
NEWM,New Media Investment Group Inc.,Consumer Discretionary,0001579684
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Financials,0001493225
NFG,National Fuel Gas,Utilities,0000070145
NGVT,Ingevity Corporation,Materials,0001653477
NJR,New Jersey Resources,Utilities,0000356309
NLS,"Nautilus, Inc.",Consumer Discretionary,0001078207
NMIH,"NMI Holdings, Inc.",Financials,0001547903
NNN,National Retail Properties Inc,Real Estate,0000751364
NP,"Neenah, Inc.",Materials,0001296435
NPK,"National Presto Industries, Inc.",Industrials,0000080172
NPO,"EnPro Industries, Inc.",Industrials,0001164863
NR,"Newpark Resources, Inc.",Energy,0000071829
NSA,National Storage Affiliates Trust,Real Estate,0001618563
NSIT,"Insight Enterprises, Inc.",Industrials,0000932696
NSP,"Insperity, Inc.",Industrials,0001000753
NTCT,NetScout Systems,Information Technology,0001078075
NTGR,"NETGEAR, Inc.",Information Technology,0001122904
NTRI,"Nutrisystem, Inc.",Consumer Discretionary,0001096376
NUS,Nu Skin Enterprises,Consumer Staples,0001021561
NUVA,NuVasive Inc,Health Care,0001142596
NVR,NVR Inc,Consumer Discretionary,0000906163
NVT,nVent Electric plc,Industrials,0001720635
NWBI,"Northwest Bancshares, Inc.",Financials,0001471265
NWE,NorthWestern Corporation,Utilities,0000073088
NWN,Northwest Natural Gas Company,Utilities,0000073020
NX,Quanex Building Products Corporation,Industrials,0001423221
NYCB,New York Community Bancorp Inc,Financials,0000910073
NYMT,"New York Mortgage Trust, Inc.",Real Estate,0001273685
NYT,New York Times Company,Consumer Discretionary,0000071691
OAS,Oasis Petroleum,Energy,0001486159
OCLR,"Oclaro, Inc.",Information Technology,0001110647
ODFL,Old Dominion Freight Line,Industrials,0000878927
ODP,Office Depot Inc,Consumer Discretionary,0000800240
OFC,Corporate Office Properties Trust,Real Estate,0000860546
OFG,OFG Bancorp,Financials,0001030469
OFIX,Orthofix Medical Inc.,Health Care,0000884624
OGE,OGE Energy Corp,Utilities,0001021635
OGS,ONE Gas,Utilities,0001587732
OHI,Omega Healthcare Investors,Real Estate,0000888491
OII,Oceaneering Intl Inc,Energy,0000073756
OLLI,Ollie's Bargain Outlet,Consumer Discretionary,0001639300
OLN,Olin Corp.,Materials,0000074303
OI,Owens-Illinois,Materials,0000812074
OII,"Oceaneering International, Inc.",Energy,0000073756
OIS,"Oil States International, Inc.",Energy,0001121484
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Discretionary,0001639300
OLN,Olin Corporation,Materials,0000074303
OMCL,"Omnicell, Inc.",Health Care,0000926326
OMI,"Owens & Minor, Inc.",Health Care,0000075252
ONB,Old National Bancorp,Financials,0000707179
OPB,Opus Bank,Financials,0001697463
ORI,Old Republic International,Financials,0000074260
ORIT,Oritani Financial Corp.,Financials,0001374756
ORN,"Orion Group Holdings, Inc.",Industrials,0001402829
OSIS,"OSI Systems, Inc.",Information Technology,0001039065
OSK,Oshkosh Corporation,Industrials,0000775158
OSPN,OneSpan Inc.,Information Technology,0001044777
OSUR,"OraSure Technologies, Inc.",Health Care,0001116463
OXM,"Oxford Industries, Inc.",Consumer Discretionary,0000075288
OZK,Bank OZK,Financials,0001038205
PACW,PacWest Bancorp,Financials,0001102112
PAHC,Phibro Animal Health Corporation,Health Care,0001069899
PARR,"Par Pacific Holdings, Inc.",Energy,0000821483
PATK,"Patrick Industries, Inc.",Industrials,0000076605
PB,"Prosperity Bancshares, Inc.",Financials,0001068851
PBF,PBF Energy Inc,Energy,0001534504
PAY,Verifone,Information Technology,0001312073
PB,Prosperity Bancshares Inc,Financials,0001068851
PBH,Prestige Brands Holdings Inc,Health Care,0001295947
PBI,Pitney Bowes,Industrials,0000078814
PCH,Potlatch Corp,Real Estate,0001338749
PDCE,"PDC Energy, Inc.",Energy,0000077877
PDCO,Patterson Companies,Health Care,0000891024
PDFS,"PDF Solutions, Inc.",Information Technology,0001120914
PEI,Pennsylvania Real Estate Investment Trust,Real Estate,0000077281
PENN,"Penn National Gaming, Inc.",Consumer Discretionary,0000921738
PERY,"Perry Ellis International, Inc.",Consumer Discretionary,0000900349
PES,Pioneer Energy Services Corp.,Energy,0000320575
PETS,"PetMed Express, Inc.",Consumer Discretionary,0001040130
PFBC,Preferred Bank,Financials,0001492165
PFS,"Provident Financial Services, Inc.",Financials,0001178970
PGNX,"Progenics Pharmaceuticals, Inc.",Health Care,0000835887
PGTI,"PGT Innovations, Inc.",Industrials,0001354327
PII,Polaris Industries Inc,Consumer Discretionary,0000931015
PJC,Piper Jaffray Companies,Financials,0001230245
PKE,Park Electrochemical Corp.,Information Technology,0000076267
PLAB,"Photronics, Inc.",Information Technology,0000810136
PLAY,"Dave & Buster's Entertainment, Inc.",Consumer Discretionary,0001525769
PLCE,"The Children's Place, Inc.",Consumer Discretionary,0001041859
PLT,Plantronics Inc,Information Technology,0000914025
PLUS,ePlus inc.,Information Technology,0001022408
PLXS,Plexus Corp.,Information Technology,0000785786
PMT,PennyMac Mortgage Investment Trust,Real Estate,0001464423
PNFP,Pinnacle Financial Partners,Financials,0001115055
PNM,PNM Resources,Utilities,0001108426
POL,PolyOne Corp,Materials,0001122976
POOL,Pool Corp,Consumer Discretionary,0000945841
POST,Post Holdings Inc,Consumer Staples,0001530950
POWI,"Power Integrations, Inc.",Information Technology,0000833640
POWL,"Powell Industries, Inc.",Information Technology,0000080420
PPBI,"Pacific Premier Bancorp, Inc.",Financials,0001028918
PRA,ProAssurance Corporation,Financials,0001127703
PRAA,"PRA Group, Inc.",Financials,0001185348
PRAH,PRA Health Sciences,Health Care,0001613859
PRFT,"Perficient, Inc.",Information Technology,0001085869
PRGS,Progress Software Corporation,Information Technology,0000876167
PRI,Primerica Inc,Financials,0001475922
PRLB,"Proto Labs, Inc.",Industrials,0001443669
PRSC,The Providence Service Corporation,Health Care,0001220754
PRSP,Perspecta Inc.,Information Technology,0001724670
PSB,"PS Business Parks, Inc.",Real Estate,0000866368
PTC,PTC Inc,Information Technology,0000857005
PTEN,Patterson-UTI Energy,Energy,0000889900
PUMP,ProPetro Holding Corp.,Energy,0001680247
PVAC,Penn Virginia Corporation,Energy,0000077159
PZZA,Papa John’s International Inc,Consumer Discretionary,0000901491
QEP,QEP Resources Inc,Energy,0001108827
QHC,Quorum Health Corporation,Health Care,0001650445
QLYS,"Qualys, Inc.",Information Technology,0001107843
QNST,"QuinStreet, Inc.",Information Technology,0001117297
R,Ryder System,Industrials,0000085961
RAVN,"Raven Industries, Inc.",Industrials,0000082166
RBC,Regal Beloit Corp,Industrials,0000082811
RCII,"Rent-A-Center, Inc.",Consumer Discretionary,0000933036
RECN,"Resources Connection, Inc.",Industrials,0001084765
REGI,"Renewable Energy Group, Inc.",Energy,0001463258
REI,"Ring Energy, Inc.",Energy,0001384195
REX,REX American Resources Corporation,Energy,0000744187
RGA,Reinsurance Group of America,Financials,0000898174
RGEN,Repligen Corporation,Health Care,0000730272
RGLD,Royal Gold Inc,Materials,0000085535
RGNX,REGENXBIO Inc.,Health Care,0001590877
RGR,"Sturm, Ruger & Company, Inc.",Consumer Discretionary,0000095029
RGS,Regis Corporation,Consumer Discretionary,0000716643
RH,RH,Consumer Discretionary,0001528849
RIG,Transocean,Energy,0001451505
RLI,RLI Corp.,Financials,0000084246
RMAX,"RE/MAX Holdings, Inc.",Real Estate,0001581091
RMBS,Rambus Inc.,Information Technology,0000917273
RNR,RenaissanceRe Holdings Ltd,Financials,0000913144
ROCK,"Gibraltar Industries, Inc.",Industrials,0000912562
ROG,Rogers Corporation,Information Technology,0000084748
ROIC,Retail Opportunity Investments Corp.,Real Estate,0001407623
ROL,Rollins Inc.,Industrials,0000084839
RPM,RPM International Inc,Materials,0000110621
RPT,Ramco-Gershenson Properties Trust,Real Estate,0000842183
RRC,Range Resources,Energy,0000315852
RRD,R.R. Donnelley & Sons Company,Industrials,0000029669
RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Discretionary,0001171759
RS,Reliance Steel & Aluminum Co.,Materials,0000861884
RTEC,"Rudolph Technologies, Inc.",Information Technology,0001094392
RUTH,"Ruth's Hospitality Group, Inc.",Consumer Discretionary,0001324272
RWT,"Redwood Trust, Inc.",Real Estate,0000930236
RYAM,Rayonier Advanced Materials Inc.,Materials,0001597672
RYN,Rayonier Inc,Real Estate,0000052827
SABR,Sabre Corp,Information Technology,0001597033
SAFM,Sanderson Farms,Consumer Staples,0000812128
SAFT,"Safety Insurance Group, Inc.",Financials,0001172052
SAH,"Sonic Automotive, Inc.",Customer Discretionary,0001043509
SAIA,"Saia, Inc.",Industrials,0001177702
SAIC,Science Applications Intl Corp,Information Technology,0001571123
SAM,Boston Beer Company,Consumer Staples,0000949870
SANM,Sanmina Corporation,Information Technology,0000897723
SBCF,Seacoast Banking Corporation of Florida,Financials,0000730708
SBH,Sally Beauty Holdings Inc,Consumer Discretionary,0001368458
SBNY,Signature Bank,Financials,0001288784
SBRA,Sabra Health Care REIT,Real Estate,0001492298
SBSI,"Southside Bancshares, Inc.",Financials,0000705432
SCHL,Scholastic Corporation,Consumer Discretionary,0000866729
SCI,Service Corp Intl,Consumer Discretionary,0000089089
SCL,Stepan Company,Materials,0000094049
SCSC,"ScanSource, Inc.",Information Technology,0000918965
SCVL,"Shoe Carnival, Inc.",Consumer Discretionary,0000895447
SEDG,"SolarEdge Technologies, Inc.",Information Technology,0001419612
SEIC,SEI Investments Corp,Financials,0000350894
SEM,Select Medical Holdings Corporation,Health Care,0001320414
SENEA,Seneca Foods Corporation,Consumer Staples,0000088948
SF,Stifel Financial Corp,Financials,0000720672
SFBS,"ServisFirst Bancshares, Inc.",Financials,0001430723
SFLY,"Shutterfly, Inc.",Consumer Discretionary,0001125920
SFM,Sprouts Farmers Market,Consumer Staples,0001575515
SFNC,Simmons First National Corporation,Financials,0000090498
SGMS,Scientific Games Corporation,Consumer Discretionary,0000750004
SHAK,Shake Shack Inc.,Consumer Discretionary,0001620533
SHOO,"Steven Madden, Ltd.",Consumer Discretionary,0000913241
SIG,Signet Jewelers,Consumer Discretionary,0000832988
SIGI,"Selective Insurance Group, Inc.",Financials,0000230557
SIX,Six Flags,Consumer Discretionary,0000701374
SJI,"South Jersey Industries, Inc.",Utilities,0000091928
SKT,Tanger Factory Outlet Centers Inc,Real Estate,0000899715
SKX,Skechers USA Inc,Consumer Discretionary,0001065837
SKYW,"SkyWest, Inc.",Industrials,0000793733
SLAB,Silicon Laboratories Inc,Information Technology,0001038074
SLCA,"U.S. Silica Holdings, Inc.",Energy,0001524741
SLGN,Silgan Holdings Inc,Materials,0000849869
SLM,SLM Corp,Financials,0001032033
SM,SM Energy Co,Energy,0000893538
SMG,Scotts Miracle-Gro Company,Materials,0000825542
SMP,"Standard Motor Products, Inc.",Consumer Discretionary,0000093389
SMTC,Semtech Corporation,Information Technology,0000088941
SNBR,Sleep Number Corporation,Consumer Discretionary,0000827187
SNH,Senior Housing Properties Trust,Real Estate,0001075415
SNV,Synovus Financial Corp (GA),Financials,0000018349
SNX,SYNNEX Corporation,Information Technology,0001177394
SON,Sonoco Products Co,Materials,0000091767
SONC,Sonic Corp.,Consumer Discretionary,0000868611
SPN,Superior Energy Services Inc,Energy,0000886835
SPOK,"Spok Holdings, Inc.",Telecommunication Services,0001289945
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,0000831547
SPSC,"SPS Commerce, Inc.",Information Technology,0001092699
SPTN,SpartanNash Company,Consumer Staples,0000877422
SPXC,SPX Corporation,Industrials,0000088205
SR,Spire Inc.,Utilities,0001126956
SRCI,SRC Energy Inc.,Energy,0001413507
SRDX,"Surmodics, Inc.",Health Care,0000924717
SSD,"Simpson Manufacturing Co., Inc.",Industrials,0000920371
SSP,The E.W. Scripps Company,Consumer Discretionary,0000832428
SSTK,"Shutterstock, Inc.",Financials,0001549346
STAR,iStar Inc.,Real Estate,0001095651
STBA,"S&T Bancorp, Inc.",Financials,0000719220
STC,Stewart Information Services Corporation,Financials,0000094344
STE,STERIS plc,Health Care,0001624899
STL,Sterling Bancorp,Financials,0001070154
STLD,Steel Dynamics Inc,Materials,0001022671
STMP,Stamps.com Inc.,Financials,0001082923
STRA,"Strategic Education, Inc.",Consumer Discretionary,0001013934
SUP,"Superior Industries International, Inc.",Consumer Discretionary,0000095552
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,0001356576
SVU,SUPERVALU INC.,Consumer Staples,0000095521
SWM,"Schweitzer-Mauduit International, Inc.",Materials,0001000623
SWN,Southwestern Energy Co.,Energy,0000007332
SWX,Southwest Gas Corp,Utilities,0001692115
SXC,"SunCoke Energy, Inc.",Materials,0001514705
SXI,Standex International Corporation,Industrials,0000310354
SXT,Sensient Technologies Corp,Materials,0000310142
SYKE,"Sykes Enterprises, Incorporated",Information Technology,0001010612
SYNA,Synaptics,Information Technology,0000817720
SYNH,Syneos Health,Health Care,0001610950
TBI,"TrueBlue, Inc.",Industrials,0000768899
TCF,TCF Financial Corp (MN),Financials,0000814184
TCBI,Texas Capital Bancshares,Financials,0001077428
TCF,TCF Financial Corporation,Financials,0000814184
TCO,Taubman Centers,Real Estate,0000890319
TDC,Teradata,Information Technology,0000816761
TDS,Telephone & Data Systems Inc,Telecommunication Services,0001051512
TDY,Teledyne Technologies Inc,Industrials,0001094285
TECD,Tech Data Corp,Information Technology,0000790703
TECH,Bio-Techne,Health Care,0000842023
TER,Teradyne,Information Technology,0000097210
TEX,Terex Corp,Industrials,0000097216
TFX,Teleflex Inc,Health Care,0000096943
TG,Tredegar Corporation,Materials,0000850429
TGI,"Triumph Group, Inc.",Industrials,0001021162
TGNA,"Tegna, Inc.",Consumer Discretionary,0000039899
THC,Tenet Healthcare Corp,Health Care,0000070318
THG,Hanover Insurance Group Inc,Financials,0000944695
THO,Thor Industries Inc,Consumer Discretionary,0000730263
THRM,Gentherm Incorporated,Consumer Discretionary,0000903129
THS,TreeHouse Foods,Consumer Staples,0000903129
TILE,"Interface, Inc.",Industrials,0000715787
TISI,"Team, Inc.",Industrials,0000318833
TIVO,TiVo Corporation,Information Technology,0001088825
TKR,Timken Co,Industrials,0000098362
TLRD,"Tailored Brands, Inc.",Consumer Discretionary,0000884217
TMP,Tompkins Financial Corporation,Financials,0001005817
TMST,TimkenSteel Corporation,Materials,0001598428
TOL,Toll Brothers Inc,Consumer Discretionary,0000794170
TPH,TRI Pointe Group,Consumer Discretionary,0001561680
TPRE,Third Point Reinsurance Ltd.,Financials,0001576018
TPX,Tempur Sealy International,Consumer Discretionary,0001206264
TR,Tootsie Roll Industries Inc,Consumer Staples,0000098677
TREE,LendingTree,Financials,0001434621
TREX,"Trex Company, Inc.",Industrials,0001069878
TRMB,Trimble Inc,Information Technology,0000864749
TRMK,Trustmark Corp (MS),Financials,0000036146
TRN,Trinity Industries Inc,Industrials,0000099780
TRST,TrustCo Bank Corp NY,Financials,0000357301
TTC,Toro Company,Industrials,0000737758
TTEC,"TTEC Holdings, Inc.",Information Technology,0001013880
TTEK,"Tetra Tech, Inc.",Industrials,0000831641
TTI,"TETRA Technologies, Inc.",Energy,0000844965
TTMI,"TTM Technologies, Inc.",Information Technology,0001116942
TTS,"Tile Shop Holdings, Inc.",Consumer Discretionary,0001552800
TUP,Tupperware Corp,Consumer Discretionary,0001008654
TVPT,Travelport Worldwide Limited,Information Technology,0001424755
TVTY,"Tivity Health, Inc.",Health Care,0000704415
TWI,"Titan International, Inc.",Materials,0000899751
TXRH,Texas Roadhouse,Consumer Discretionary,0001289460
TYL,Tyler Technologies,Information Technology,0000860731
TYPE,Monotype Imaging Holdings Inc.,Information Technology,0001385292
UBA,Urstadt Biddle Properties Inc.,Real Estate,0001029800
UBSI,United Bankshares Inc,Financials,0000729986
UCBI,"United Community Banks, Inc.",Financials,0000857855
UCTT,"Ultra Clean Holdings, Inc.",Information Technology,0001275014
UE,Urban Edge Properties,Real Estate,0001611547
UEIC,Universal Electronics Inc.,Consumer Discretionary,0000101984
UFCS,"United Fire Group, Inc.",Financials,0000101199
UFI,"Unifi, Inc.",Consumer Discretionary,0000100726
UFPI,"Universal Forest Products, Inc.",Industrials,0000912767
UFS,Domtar Corp,Materials,0001381531
UGI,UGI Corp,Utilities,0000884614
UHT,Universal Health Realty Income Trust,Real Estate,0000798783
UIHC,United Insurance Holdings Corp.,Financials,0001401521
ULTI,Ultimate Software Group Inc,Information Technology,0001016125
UMBF,UMB Financial Corp.,Financials,0000101382
UMPQ,Umpqua Holdings Corporation,Financials,0001077771
UNF,UniFirst Corporation,Industrials,0000717954
UNFI,United Natural Foods Inc,Consumer Staples,0001020859
UNIT,Uniti Group,Real Estate,0001620280
UNT,Unit Corporation,Energy,0000798949
URBN,Urban Outfitters,Consumer Discretionary,0000912615
USCR,"U.S. Concrete, Inc.",Materials,0001073429
USPH,"U.S. Physical Therapy, Inc.",Health Care,0000885978
UTHR,United Therapeutics Corp,Health Care,0001082554
UVE,"Universal Insurance Holdings, Inc.",Financials,0000891166
UVV,Universal Corporation,Consumer Staples,0000891166
VAC,Marriott Vacations Worldwide Corporation,Real Estate,0001524358
VAL,Valaris plc,Energy,0000314808
VC,Visteon,Consumer Discretionary,0001111335
VECO,Veeco Instruments Inc.,Information Technology,0000103145
VG,Vonage Holdings Corp.,Telecommunication Services,0001272830
VGR,Vector Group,,
VIAV,Viavi Solutions Inc.,Information Technology,0000912093
VICR,Vicor Corporation,Industrials,0000751978
VIVO,"Meridian Bioscience, Inc.",Health Care,0000794172
VLY,Valley National Bancorp,Financials,0000714310
VMI,Valmont Industries Inc,Industrials,0000102729
VRA,"Vera Bradley, Inc.",Consumer Discretionary,0001495320
VREX,Varex Imaging Corporation,Health Care,0001681622
VRTS,"Virtus Investment Partners, Inc.",Financials,0000883237
VRTU,Virtusa Corporation,Information Technology,0001207074
VRTV,Veritiv Corporation,Industrials,0001599489
VSAT,ViaSat Inc,Information Technology,0000797721
VSH,Vishay Intertechnology Inc,Information Technology,0000103730
VSI,"Vitamin Shoppe, Inc.",Consumer Discretionary,0001360530
VSM,Versum Materials Inc,Information Technology,0001660690
VSTO,Vista Outdoor Inc.,Consumer Discretionary,0001616318
VVC,Vectren Corp,Utilities,0001096385
VVI,Viad Corp,Industrials,0000884219
VVV,Valvoline Inc,Materials,0001674910
WAB,Wabtec,Industrials,0000943452
WABC,Westamerica Bancorporation,Financials,0000311094
WAFD,Washington Federal Inc.,Financials,0000936528
WAGE,"WageWorks, Inc.",Industrials,0001158863
WBS,Webster Financial Corp (CT),Financials,0000801337
WCG,Wellcare Health Plans Inc,Health Care,0001279363
WD,"Walker & Dunlop, Inc.",Financials,0001497770
WDFC,WD-40 Company,Consumer Staples,0000105132
WDR,"Waddell & Reed Financial, Inc.",Financials,0001052100
WEN,Wendy's Company,Consumer Discretionary,0000030697
WERN,Werner Enterprises Inc,Industrials,0000793074
WETF,"WisdomTree Investments, Inc.",Financials,0000880631
WEX,WEX Inc.,Information Technology,0001309108
WGO,"Winnebago Industries, Inc.",Consumer Discretionary,0000107687
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Discretionary,0001722684
WING,Wingstop Inc.,Consumer Discretionary,0001636222
WIRE,Encore Wire Corporation,Industrials,0000850460
WLH,William Lyon Homes,Consumer Discretionary,0001095996
WNC,Wabash National Corporation,Industrials,0000879526
WOR,Worthington Industries,Materials,0000108516
WPG,Washington Prime Group Inc.,Real Estate,0001594686
WPX,WPX Energy,Energy,0001518832
WRB,W.R. Berkley Corp,Financials,0000011544
WRI,Weingarten Realty Investors,Real Estate,0000828916
WRLD,World Acceptance Corporation,Financials,0000108385
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,0000719955
WSO,Watsco Inc,Industrials,0000105016
WSR,Whitestone REIT,Real Estate,0001175535
WST,West Pharmaceutical Services,Health Care,0000105770
WTFC,Wintrust Financial Corp,Financials,0001015328
WTR,Aqua America,Utilities,0000078128
WTS,"Watts Water Technologies, Inc.",Industrials,0000795403
WWD,Woodward Inc,Industrials,0000108312
WWE,World Wrestling Entertainment,Consumer Discretionary,0001091907
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,0000110471
WYND,Wyndham Destinations,Consumer Discretionary,0001361658
X,United States Steel Corporation,Materials,0001163302
XOXO,XO Group Inc.,Information Technology,0001062292
XPER,Xperi Corporation,Information Technology,0001690666
Y,Alleghany Corporation,Financials,0000775368
ZBRA,Zebra Technologies Corp,Information Technology,0000877212
ZEUS,"Olympic Steel, Inc.",Materials,0000917470
ZUMZ,Zumiez Inc.,Consumer Discretionary,0001318008
